pokemon_form_id,pokeathlon_stat_id,minimum_stat,base_stat,maximum_stat
279,3,1,2,2
279,4,3,4,5
279,5,5,5,5
280,1,1,3,4
280,2,1,1,1
280,3,1,3,5
280,4,1,1,4
280,5,2,2,3
281,1,1,2,3
281,2,1,2,4
281,3,3,4,5
281,4,1,2,3
281,5,2,3,3
282,1,1,3,4
282,2,1,1,3
282,3,5,5,5
282,4,1,2,2
282,5,2,3,4
283,1,2,3,5
283,2,1,1,3
283,3,1,2,3
283,4,1,2,3
283,5,2,2,3
284,1,1,3,4
284,2,1,1,3
284,3,1,3,3
284,4,1,4,4
284,5,5,5,5
285,1,1,2,3
285,2,1,2,3
285,3,1,2,2
285,4,2,4,5
285,5,2,2,3
286,1,1,3,3
286,2,1,4,5
286,3,1,2,5
286,4,1,2,3
286,5,2,2,3
287,1,1,1,2
287,2,1,1,2
287,3,1,1,2
287,4,3,4,5
287,5,2,2,2
288,1,3,4,5
288,2,1,2,3
288,3,1,2,4
288,4,1,3,4
288,5,2,3,4
289,1,1,1,1
289,2,5,5,5
289,3,1,1,2
289,4,1,4,5
289,5,2,2,2
290,1,1,2,3
290,2,1,2,3
290,3,1,3,4
290,4,2,3,5
290,5,2,2,3
291,1,3,5,5
291,2,1,2,3
291,3,1,2,3
291,4,1,2,2
291,5,5,5,5
292,1,1,2,2
292,2,1,1,3
292,3,1,1,3
292,4,2,4,5
292,5,4,5,5
293,1,1,4,5
293,2,1,2,3
293,3,1,2,4
293,4,1,3,3
293,5,2,2,3
294,1,1,3,4
294,2,1,3,4
294,3,1,4,4
294,4,1,3,4
294,5,2,2,3
295,1,1,3,3
295,2,1,4,4
295,3,1,4,4
295,4,1,4,5
295,5,2,2,2
296,1,1,3,3
296,2,1,3,5
296,3,1,3,3
296,4,1,3,4
296,5,2,3,5
297,1,1,2,2
297,2,2,5,5
297,3,1,2,3
297,4,1,3,4
297,5,2,2,5
298,1,1,4,5
298,2,1,1,2
298,3,1,2,3
298,4,1,2,3
298,5,2,3,4
299,1,1,1,2
299,2,1,3,4
299,3,1,2,3
299,4,1,4,5
299,5,2,2,3
300,1,2,4,5
300,2,1,3,3
300,3,1,3,3
300,4,1,2,3
300,5,2,3,4
301,1,3,4,5
301,2,1,2,3
301,3,1,4,4
301,4,1,3,4
301,5,2,3,4
302,1,1,3,4
302,2,1,3,4
302,3,1,3,4
302,4,1,3,4
302,5,2,3,3
303,1,1,4,4
303,2,2,3,5
303,3,1,3,4
303,4,1,4,4
303,5,2,2,3
304,1,1,3,3
304,2,1,4,4
304,3,1,2,3
304,4,1,3,3
304,5,2,2,2
305,1,1,2,3
305,2,2,4,5
305,3,1,3,4
305,4,1,3,4
305,5,2,2,2
306,1,1,1,2
306,2,3,5,5
306,3,1,4,4
306,4,1,4,4
306,5,2,2,2
307,1,1,2,2
307,2,1,2,2
307,3,1,5,5
307,4,1,2,3
307,5,2,2,5
308,1,1,3,5
308,2,1,3,5
308,3,1,4,5
308,4,1,2,3
308,5,2,3,4
309,1,1,4,5
309,2,1,2,3
309,3,1,2,4
309,4,1,2,3
309,5,2,2,4
310,1,1,4,5
310,2,1,3,3
310,3,1,4,4
310,4,1,3,3
310,5,2,3,4
311,1,1,4,4
311,2,1,2,2
311,3,1,2,2
311,4,1,2,3
311,5,2,3,4
312,1,1,4,4
312,2,1,2,2
312,3,1,2,2
312,4,1,2,3
312,5,2,3,4
313,1,1,3,4
313,2,1,3,3
313,3,1,2,2
313,4,1,2,3
313,5,4,5,5
314,1,1,3,4
314,2,1,2,2
314,3,1,3,3
314,4,1,3,3
314,5,4,5,5
315,1,1,3,3
315,2,1,2,3
315,3,1,4,5
315,4,1,2,3
315,5,2,3,3
316,1,1,1,2
316,2,1,1,2
316,3,1,2,2
316,4,1,3,4
316,5,2,2,2
317,1,1,1,2
317,2,1,3,4
317,3,1,3,3
317,4,1,4,5
317,5,2,2,2
318,1,1,3,4
318,2,1,3,4
318,3,1,2,4
318,4,1,2,3
318,5,2,2,3
319,1,3,4,4
319,2,3,4,4
319,3,3,4,4
319,4,1,2,2
319,5,2,2,3
320,1,1,3,3
320,2,1,3,4
320,3,1,2,3
320,4,1,4,5
320,5,2,3,4
321,1,1,2,3
321,2,2,4,5
321,3,1,1,1
321,4,1,5,5
321,5,2,2,4
322,1,1,2,3
322,2,2,4,5
322,3,1,2,2
322,4,1,4,4
322,5,2,2,2
323,1,1,3,3
323,2,4,5,5
323,3,1,2,2
323,4,1,3,4
323,5,2,2,2
324,1,1,1,2
324,2,1,4,5
324,3,1,2,3
324,4,2,4,5
324,5,2,2,2
325,1,1,2,3
325,2,1,2,3
325,3,1,2,3
325,4,2,4,4
325,5,3,4,5
326,1,1,2,2
326,2,1,3,5
326,3,1,3,5
326,4,1,4,5
326,5,2,3,3
327,1,1,2,3
327,2,1,2,3
327,3,1,3,4
327,4,1,3,3
327,5,2,2,3
328,1,1,1,2
328,2,1,3,5
328,3,1,2,3
328,4,1,3,5
328,5,2,2,2
329,1,1,3,4
329,2,1,2,3
329,3,3,4,5
329,4,1,2,3
329,5,2,3,4
330,1,1,3,4
330,2,1,3,5
330,3,1,3,4
330,4,1,2,2
330,5,4,5,5
331,1,1,3,3
331,2,1,3,4
331,3,1,3,4
331,4,1,4,5
331,5,2,2,3
332,1,1,4,4
332,2,1,3,4
332,3,1,4,5
332,4,1,2,3
332,5,2,2,3
333,1,1,2,3
333,2,1,2,3
333,3,1,3,4
333,4,1,3,4
333,5,5,5,5
334,1,1,2,3
334,2,1,2,3
334,3,1,4,4
334,4,1,3,4
334,5,4,5,5
335,1,1,2,3
335,2,2,4,5
335,3,1,3,4
335,4,2,4,5
335,5,2,3,3
336,1,1,3,4
336,2,1,3,4
336,3,1,4,5
336,4,2,4,5
336,5,2,2,2
337,1,1,2,3
337,2,1,2,3
337,3,1,3,4
337,4,1,4,4
337,5,2,3,3
338,1,1,2,3
338,2,1,3,5
338,3,1,2,4
338,4,1,4,4
338,5,2,3,3
339,1,1,4,4
339,2,1,2,3
339,3,1,3,4
339,4,1,3,5
339,5,2,2,3
340,1,1,2,2
340,2,1,4,5
340,3,1,3,4
340,4,1,4,5
340,5,2,2,2
341,1,1,3,4
341,2,1,3,4
341,3,1,3,4
341,4,1,3,4
341,5,2,2,2
342,1,1,2,3
342,2,3,4,5
342,3,1,3,4
342,4,1,3,4
342,5,2,2,3
343,1,2,3,4
343,2,1,2,3
343,3,2,4,5
343,4,1,3,4
343,5,2,2,3
344,1,1,2,3
344,2,1,2,3
344,3,3,4,5
344,4,1,3,4
344,5,2,4,4
345,1,1,1,3
345,2,1,3,4
345,3,1,2,3
345,4,3,4,5
345,5,2,2,2
346,1,1,1,1
346,2,1,4,4
346,3,1,2,3
346,4,2,5,5
346,5,2,2,2
347,1,2,4,5
347,2,1,2,3
347,3,2,4,5
347,4,1,2,3
347,5,2,2,2
348,1,1,2,2
348,2,1,4,5
348,3,1,3,4
348,4,2,4,5
348,5,2,2,2
349,1,1,2,5
349,2,1,1,2
349,3,1,1,1
349,4,1,1,1
349,5,2,2,2
350,1,1,4,4
350,2,1,2,3
350,3,1,5,5
350,4,1,4,5
350,5,2,3,3
351,1,1,4,4
351,2,1,2,4
351,3,1,2,4
351,4,1,2,4
351,5,2,4,4
352,1,1,3,4
352,2,1,2,3
352,3,1,4,5
352,4,1,3,4
352,5,2,2,3
353,1,1,4,5
353,2,1,1,2
353,3,1,2,3
353,4,1,1,3
353,5,2,4,4
354,1,3,3,3
354,2,3,4,4
354,3,3,4,4
354,4,3,3,3
354,5,3,3,3
355,1,1,4,4
355,2,1,2,3
355,3,1,1,3
355,4,1,2,3
355,5,2,4,4
356,1,1,2,3
356,2,1,3,4
356,3,1,4,4
356,4,1,4,5
356,5,2,2,2
357,1,1,3,4
357,2,1,3,5
357,3,1,2,2
357,4,1,3,4
357,5,4,5,5
358,1,1,3,5
358,2,1,2,2
358,3,1,1,2
358,4,1,2,2
358,5,4,4,5
359,1,1,3,5
359,2,1,3,4
359,3,1,3,3
359,4,1,3,4
359,5,2,3,3
360,1,1,3,5
360,2,1,1,3
360,3,1,1,4
360,4,1,3,5
360,5,2,2,3
361,1,3,4,5
361,2,1,2,3
361,3,1,3,4
361,4,1,2,3
361,5,2,2,3
362,1,1,2,3
362,2,2,4,5
362,3,1,2,2
362,4,3,4,5
362,5,2,2,2
363,1,1,3,4
363,2,1,3,4
363,3,1,1,2
363,4,1,3,4
363,5,2,2,2
364,1,1,2,4
364,2,1,4,4
364,3,1,2,2
364,4,1,4,4
364,5,2,2,2
365,1,1,1,2
365,2,1,5,5
365,3,1,1,1
365,4,3,5,5
365,5,2,2,2
366,1,1,3,3
366,2,1,3,3
366,3,1,2,3
366,4,1,4,5
366,5,2,2,3
367,1,1,4,4
367,2,1,5,5
367,3,1,1,2
367,4,1,3,3
367,5,2,2,3
368,1,1,4,4
368,2,1,2,3
368,3,1,4,4
368,4,1,3,3
368,5,2,2,3
369,1,3,3,3
369,2,3,3,4
369,3,2,2,3
369,4,4,4,5
369,5,2,2,3
370,1,1,3,5
370,2,1,1,1
370,3,1,1,1
370,4,1,3,5
370,5,2,2,3
371,1,1,3,4
371,2,1,3,4
371,3,1,3,4
371,4,1,3,4
371,5,2,3,3
372,1,1,2,2
372,2,2,4,5
372,3,1,1,2
372,4,4,4,5
372,5,2,2,2
373,1,1,3,3
373,2,1,5,5
373,3,1,2,3
373,4,1,2,3
373,5,3,5,5
374,1,1,3,4
374,2,1,3,4
374,3,1,1,1
374,4,1,3,3
374,5,2,3,4
375,1,1,2,3
375,2,1,4,4
375,3,3,3,3
375,4,2,3,4
375,5,2,3,4
376,1,1,1,2
376,2,3,4,5
376,3,3,4,4
376,4,2,4,5
376,5,2,2,2
377,1,1,2,2
377,2,1,5,5
377,3,1,4,5
377,4,1,5,5
377,5,2,2,2
378,1,1,2,2
378,2,1,3,4
378,3,3,5,5
378,4,3,5,5
378,5,2,3,3
379,1,2,2,2
379,2,4,4,5
379,3,4,5,5
379,4,5,5,5
379,5,2,2,2
380,1,1,5,5
380,2,1,3,4
380,3,1,4,5
380,4,1,2,3
380,5,4,5,5
381,1,1,4,5
381,2,1,3,4
381,3,1,5,5
381,4,1,2,3
381,5,4,5,5
382,1,1,3,4
382,2,1,3,4
382,3,1,4,5
382,4,1,5,5
382,5,2,3,4
383,1,1,1,2
383,2,4,5,5
383,3,4,5,5
383,4,4,5,5
383,5,2,2,2
384,1,1,4,5
384,2,1,4,5
384,3,1,3,3
384,4,1,4,5
384,5,2,5,5
385,1,1,3,5
385,2,1,3,3
385,3,1,4,5
385,4,1,3,4
385,5,2,4,5
386,1,1,4,4
386,2,1,4,4
386,3,1,4,4
386,4,1,4,4
386,5,2,3,4
387,1,1,3,4
387,2,1,3,4
387,3,1,2,3
387,4,1,3,4
387,5,2,2,3
388,1,1,2,3
388,2,1,4,4
388,3,2,3,3
388,4,2,4,5
388,5,2,2,3
389,1,1,1,2
389,2,1,5,5
389,3,1,3,3
389,4,3,5,5
389,5,2,2,2
390,1,3,5,5
390,2,1,3,4
390,3,1,3,4
390,4,1,1,2
390,5,2,3,3
391,1,2,4,5
391,2,1,3,4
391,3,1,4,5
391,4,1,2,2
391,5,2,3,3
392,1,1,4,4
392,2,2,4,5
392,3,1,4,5
392,4,1,1,2
392,5,2,3,3
393,1,1,4,5
393,2,1,3,4
393,3,1,2,3
393,4,1,2,3
393,5,2,3,5
394,1,1,3,4
394,2,1,3,4
394,3,1,3,4
394,4,1,3,5
394,5,2,3,4
395,1,1,3,3
395,2,2,3,5
395,3,1,3,3
395,4,3,4,5
395,5,2,3,4
396,1,1,3,4
396,2,1,2,3
396,3,1,2,2
396,4,1,2,3
396,5,3,4,5
397,1,1,3,4
397,2,1,3,3
397,3,1,2,3
397,4,1,3,4
397,5,4,5,5
398,1,1,3,3
398,2,3,4,5
398,3,1,1,3
398,4,1,3,4
398,5,4,5,5
399,1,1,2,4
399,2,1,2,4
399,3,1,1,4
399,4,1,3,4
399,5,2,2,2
400,1,1,1,4
400,2,1,3,4
400,3,1,2,4
400,4,5,5,5
400,5,2,2,2
401,1,1,4,4
401,2,1,2,3
401,3,1,3,4
401,4,1,2,3
401,5,2,3,3
402,1,1,3,4
402,2,1,2,3
402,3,1,4,5
402,4,1,3,3
402,5,2,3,3
403,1,1,3,4
403,2,1,3,4
403,3,1,2,4
403,4,1,3,3
403,5,2,3,3
404,1,1,3,4
404,2,1,4,4
404,3,1,3,3
404,4,1,3,4
404,5,2,3,3
405,1,1,3,3
405,2,1,4,5
405,3,1,4,4
405,4,1,4,4
405,5,2,3,3
406,1,1,3,5
406,2,1,1,3
406,3,1,2,3
406,4,1,2,3
406,5,2,3,3
407,1,1,3,4
407,2,1,3,4
407,3,3,5,5
407,4,1,2,3
407,5,2,3,3
408,1,1,3,4
408,2,1,4,5
408,3,1,3,3
408,4,1,2,3
408,5,2,2,3
409,1,1,3,3
409,2,1,5,5
409,3,1,2,3
409,4,1,3,4
409,5,2,2,3
410,1,1,3,3
410,2,1,3,4
410,3,1,2,3
410,4,2,4,5
410,5,2,2,2
411,1,1,2,2
411,2,1,3,5
411,3,1,1,3
411,4,3,5,5
411,5,2,2,2
412,1,1,1,5
412,2,1,1,3
412,3,1,1,5
412,4,1,1,4
412,5,2,2,3
413,1,1,3,4
413,2,1,2,3
413,3,1,4,4
413,4,1,3,4
413,5,2,3,3
414,1,3,4,5
414,2,1,3,4
414,3,1,2,4
414,4,1,1,2
414,5,4,5,5
415,1,3,5,5
415,2,1,1,2
415,3,1,1,1
415,4,1,1,2
415,5,4,5,5
416,1,1,3,3
416,2,1,1,3
416,3,1,4,5
416,4,1,3,5
416,5,4,5,5
417,1,1,4,5
417,2,1,2,3
417,3,1,3,5
417,4,1,2,3
417,5,2,3,3
418,1,3,5,5
418,2,1,1,4
418,3,1,2,4
418,4,1,2,4
418,5,2,3,3
419,1,1,3,4
419,2,2,3,4
419,3,2,3,5
419,4,3,3,5
419,5,2,3,3
420,1,1,3,4
420,2,1,1,3
420,3,1,2,3
420,4,1,2,3
420,5,2,2,3
421,1,1,3,4
421,2,1,2,3
421,3,1,4,5
421,4,1,2,4
421,5,2,3,3
422,1,1,1,3
422,2,1,1,4
422,3,1,1,3
422,4,1,3,5
422,5,2,2,2
423,1,1,1,2
423,2,3,4,5
423,3,1,3,3
423,4,4,5,5
423,5,2,2,2
424,1,1,3,4
424,2,1,2,4
424,3,3,5,5
424,4,2,3,4
424,5,2,3,4
425,1,1,3,5
425,2,1,1,1
425,3,1,4,4
425,4,1,3,4
425,5,4,5,5
426,1,2,3,4
426,2,1,3,3
426,3,1,2,2
426,4,2,4,5
426,5,4,5,5
427,1,2,4,5
427,2,1,2,4
427,3,1,1,2
427,4,1,2,4
427,5,2,3,4
428,1,2,4,5
428,2,1,3,4
428,3,1,1,2
428,4,1,3,4
428,5,2,3,4
429,1,1,4,4
429,2,1,2,2
429,3,2,4,5
429,4,1,2,3
429,5,4,5,5
430,1,1,2,3
430,2,1,3,4
430,3,1,2,3
430,4,3,4,5
430,5,4,5,5
431,1,3,5,5
431,2,2,2,5
431,3,1,2,4
431,4,1,2,3
431,5,2,3,4
432,1,1,2,4
432,2,1,4,5
432,3,1,1,2
432,4,1,4,4
432,5,2,2,3
433,1,1,2,4
433,2,1,2,3
433,3,1,2,3
433,4,1,3,3
433,5,4,4,5
434,1,1,3,5
434,2,1,2,4
434,3,1,2,3
434,4,1,2,3
434,5,2,3,3
435,1,1,2,3
435,2,1,4,5
435,3,1,2,4
435,4,1,3,4
435,5,2,2,2
436,1,1,2,3
436,2,1,2,4
436,3,1,1,1
436,4,3,4,5
436,5,2,3,4
437,1,1,1,1
437,2,1,3,5
437,3,1,3,3
437,4,3,4,5
437,5,2,3,5
438,1,1,3,4
438,2,1,3,3
438,3,1,1,3
438,4,1,4,4
438,5,2,2,3
439,1,2,4,5
439,2,1,1,2
439,3,1,3,5
439,4,1,1,3
439,5,2,3,3
440,1,1,3,4
440,2,1,1,3
440,3,1,2,4
440,4,1,3,4
440,5,2,2,3
441,1,1,3,4
441,2,1,2,3
441,3,1,3,4
441,4,1,2,3
441,5,3,4,5
442,1,1,1,2
442,2,1,3,4
442,3,1,2,2
442,4,4,5,5
442,5,2,2,2
443,1,1,3,4
443,2,1,3,4
443,3,1,2,3
443,4,1,3,3
443,5,2,2,2
444,1,1,3,3
444,2,1,4,4
444,3,1,3,4
444,4,1,3,4
444,5,2,3,3
445,1,1,2,3
445,2,3,4,5
445,3,3,4,5
445,4,1,3,4
445,5,2,2,2
446,1,1,2,3
446,2,1,3,5
446,3,1,2,4
446,4,2,4,5
446,5,2,2,2
447,1,2,4,5
447,2,1,2,4
447,3,2,2,5
447,4,1,2,3
447,5,2,3,4
448,1,1,3,4
448,2,2,4,5
448,3,1,4,5
448,4,1,2,3
448,5,2,3,4
449,1,1,2,3
449,2,1,3,5
449,3,1,2,3
449,4,1,3,5
449,5,2,2,3
450,1,1,1,2
450,2,3,4,5
450,3,1,2,2
450,4,3,4,5
450,5,2,2,2
451,1,1,2,2
451,2,1,3,4
451,3,1,4,5
451,4,1,3,4
451,5,2,2,2
452,1,1,1,2
452,2,2,4,5
452,3,2,4,5
452,4,1,4,4
452,5,2,2,2
453,1,1,3,5
453,2,1,2,4
453,3,1,3,5
453,4,1,2,3
453,5,2,2,4
454,1,1,3,4
454,2,1,3,4
454,3,1,4,5
454,4,1,3,4
454,5,2,3,4
455,1,1,2,3
455,2,1,3,5
455,3,1,2,3
455,4,1,2,3
455,5,4,5,5
456,1,3,4,5
456,2,1,1,2
456,3,1,2,4
456,4,1,2,4
456,5,2,3,4
457,1,2,3,4
457,2,1,1,3
457,3,1,3,4
457,4,1,3,5
457,5,2,3,4
458,1,1,3,4
458,2,1,2,3
458,3,1,2,2
458,4,1,3,4
458,5,2,3,4
459,1,1,2,4
459,2,1,2,4
459,3,1,3,4
459,4,1,3,4
459,5,2,2,3
460,1,1,2,2
460,2,1,3,5
460,3,2,4,5
460,4,2,4,5
460,5,2,2,2
461,1,2,4,5
461,2,3,4,5
461,3,1,3,5
461,4,1,2,3
461,5,2,2,3
462,1,1,2,2
462,2,1,3,3
462,3,2,4,5
462,4,1,3,4
462,5,4,4,5
463,1,1,2,2
463,2,1,3,4
463,3,3,4,5
463,4,3,4,5
463,5,2,2,2
464,1,1,1,1
464,2,3,5,5
464,3,1,2,4
464,4,3,5,5
464,5,2,2,2
465,1,1,1,2
465,2,1,3,5
465,3,3,4,5
465,4,1,5,5
465,5,2,2,2
466,1,1,3,5
466,2,1,3,4
466,3,2,4,5
466,4,1,4,4
466,5,2,2,2
467,1,1,2,2
467,2,1,4,5
467,3,3,4,5
467,4,3,4,5
467,5,2,2,2
468,1,2,3,4
468,2,1,2,3
468,3,1,3,4
468,4,2,3,4
468,5,4,5,5
469,1,3,4,5
469,2,1,2,3
469,3,1,1,3
469,4,1,3,3
469,5,5,5,5
470,1,1,2,3
470,2,1,3,4
470,3,1,3,4
470,4,3,4,5
470,5,2,3,4
471,1,1,3,4
471,2,1,3,4
471,3,1,4,5
471,4,2,2,4
471,5,2,3,3
472,1,1,2,3
472,2,1,4,5
472,3,1,4,5
472,4,1,2,4
472,5,3,4,5
473,1,1,2,4
473,2,3,4,5
473,3,1,2,3
473,4,3,4,5
473,5,2,2,2
474,1,1,4,4
474,2,1,4,5
474,3,1,2,5
474,4,1,1,1
474,5,2,4,4
475,1,1,3,4
475,2,1,3,5
475,3,3,5,5
475,4,1,2,2
475,5,2,3,4
476,1,1,2,2
476,2,1,3,5
476,3,1,1,4
476,4,3,4,5
476,5,2,3,5
477,1,1,1,2
477,2,1,4,4
477,3,1,3,4
477,4,1,4,4
477,5,2,4,4
478,1,2,3,4
478,2,1,1,3
478,3,2,4,5
478,4,1,2,3
478,5,3,3,5
479,1,1,3,5
479,2,1,2,3
479,3,1,3,5
479,4,1,3,4
479,5,3,4,5
480,1,1,3,4
480,2,2,3,4
480,3,1,3,4
480,4,2,4,5
480,5,4,4,5
481,1,1,2,3
481,2,2,4,5
481,3,2,4,4
481,4,2,3,4
481,5,4,4,5
482,1,1,4,4
482,2,1,2,3
482,3,3,5,5
482,4,1,2,3
482,5,4,4,5
483,1,1,2,3
483,2,3,5,5
483,3,2,4,5
483,4,4,4,5
483,5,2,3,5
484,1,1,2,3
484,2,2,4,5
484,3,3,5,5
484,4,4,4,5
484,5,2,3,5
485,1,1,2,3
485,2,3,4,5
485,3,1,3,5
485,4,3,4,5
485,5,2,2,2
486,1,1,1,3
486,2,1,5,5
486,3,1,3,5
486,4,5,5,5
486,5,2,2,2
487,1,1,2,2
487,2,3,4,5
487,3,1,3,4
487,4,4,5,5
487,5,2,2,3
488,1,1,2,4
488,2,1,2,3
488,3,1,3,5
488,4,2,4,5
488,5,4,4,5
489,1,2,4,5
489,2,1,1,2
489,3,2,3,5
489,4,1,1,3
489,5,2,2,3
490,1,2,3,4
490,2,1,2,3
490,3,3,4,5
490,4,1,3,4
490,5,2,3,3
491,1,2,3,4
491,2,1,2,4
491,3,3,4,5
491,4,1,3,3
491,5,3,3,5
492,1,3,4,5
492,2,1,2,4
492,3,1,2,3
492,4,1,3,4
492,5,2,3,3
493,1,1,4,5
493,2,1,5,5
493,3,1,4,5
493,4,1,5,5
493,5,2,4,5
10001,1,1,2,4
10001,2,1,2,3
10001,3,1,2,4
10001,4,1,2,4
10001,5,2,2,5
10002,1,1,2,4
10002,2,1,2,3
10002,3,1,2,4
10002,4,1,2,4
10002,5,2,2,5
10003,1,1,2,4
10003,2,1,2,3
10003,3,1,2,4
10003,4,1,2,4
10003,5,2,2,5
10004,1,1,2,4
10004,2,1,2,3
10004,3,1,2,4
10004,4,1,2,4
10004,5,2,2,5
10005,1,1,2,4
10005,2,1,2,3
10005,3,1,2,4
10005,4,1,2,4
10005,5,2,2,5
10006,1,1,2,4
10006,2,1,2,3
10006,3,1,2,4
10006,4,1,2,4
10006,5,2,2,5
10007,1,1,2,4
10007,2,1,2,3
10007,3,1,2,4
10007,4,1,2,4
10007,5,2,2,5
10008,1,1,2,4
10008,2,1,2,3
10008,3,1,2,4
10008,4,1,2,4
10008,5,2,2,5
10009,1,1,2,4
10009,2,1,2,3
10009,3,1,2,4
10009,4,1,2,4
10009,5,2,2,5
10010,1,1,2,4
10010,2,1,2,3
10010,3,1,2,4
10010,4,1,2,4
10010,5,2,2,5
10011,1,1,2,4
10011,2,1,2,3
10011,3,1,2,4
10011,4,1,2,4
10011,5,2,2,5
10012,1,1,2,4
10012,2,1,2,3
10012,3,1,2,4
10012,4,1,2,4
10012,5,2,2,5
10013,1,1,2,4
10013,2,1,2,3
10013,3,1,2,4
10013,4,1,2,4
10013,5,2,2,5
10014,1,1,2,4
10014,2,1,2,3
10014,3,1,2,4
10014,4,1,2,4
10014,5,2,2,5
10015,1,1,2,4
10015,2,1,2,3
10015,3,1,2,4
10015,4,1,2,4
10015,5,2,2,5
10016,1,1,2,4
10016,2,1,2,3
10016,3,1,2,4
10016,4,1,2,4
10016,5,2,2,5
10017,1,1,2,4
10017,2,1,2,3
10017,3,1,2,4
10017,4,1,2,4
10017,5,2,2,5
10018,1,1,2,4
10018,2,1,2,3
10018,3,1,2,4
10018,4,1,2,4
10018,5,2,2,5
10019,1,1,2,4
10019,2,1,2,3
10019,3,1,2,4
10019,4,1,2,4
10019,5,2,2,5
10020,1,1,2,4
10020,2,1,2,3
10020,3,1,2,4
10020,4,1,2,4
10020,5,2,2,5
10021,1,1,2,4
10021,2,1,2,3
10021,3,1,2,4
10021,4,1,2,4
10021,5,2,2,5
10022,1,1,2,4
10022,2,1,2,3
10022,3,1,2,4
10022,4,1,2,4
10022,5,2,2,5
10023,1,1,2,4
10023,2,1,2,3
10023,3,1,2,4
10023,4,1,2,4
10023,5,2,2,5
10024,1,1,2,4
10024,2,1,2,3
10024,3,1,2,4
10024,4,1,2,4
10024,5,2,2,5
10025,1,1,2,4
10025,2,1,2,3
10025,3,1,2,4
10025,4,1,2,4
10025,5,2,2,5
10026,1,1,2,4
10026,2,1,2,3
10026,3,1,2,5
10026,4,1,2,4
10026,5,2,2,5
10027,1,1,2,4
10027,2,1,2,3
10027,3,1,2,5
10027,4,1,2,4
10027,5,2,2,5
10031,1,2,4,5
10031,2,4,5,5
10031,3,1,4,5
10031,4,1,2,3
10031,5,2,3,4
10032,1,1,3,3
10032,2,1,3,4
10032,3,2,4,5
10032,4,4,5,5
10032,5,2,2,3
10033,1,4,5,5
10033,2,1,2,3
10033,3,2,4,5
10033,4,1,3,4
10033,5,2,4,4
10034,1,1,1,4
10034,2,1,1,4
10034,3,1,1,4
10034,4,1,1,5
10034,5,2,2,3
10035,1,1,1,4
10035,2,1,1,5
10035,3,1,1,3
10035,4,1,1,5
10035,5,2,2,3
10036,1,1,2,3
10036,2,3,4,5
10036,3,1,2,2
10036,4,1,4,5
10036,5,2,2,3
10037,1,1,1,3
10037,2,1,3,5
10037,3,1,2,3
10037,4,5,5,5
10037,5,2,2,2
10039,1,1,1,3
10039,2,1,1,4
10039,3,1,1,3
10039,4,1,3,5
10039,5,2,2,2
10040,1,1,1,2
10040,2,3,4,5
10040,3,1,3,3
10040,4,4,5,5
10040,5,2,2,2
10041,1,5,5,5
10041,2,1,4,5
10041,3,1,4,5
10041,4,1,4,5
10041,5,2,5,5
10042,1,1,4,5
10042,2,5,5,5
10042,3,1,5,5
10042,4,1,4,5
10042,5,2,4,5
10043,1,1,3,5
10043,2,1,5,5
10043,3,1,5,5
10043,4,1,5,5
10043,5,2,5,5
10044,1,5,5,5
10044,2,1,4,5
10044,3,1,5,5
10044,4,1,4,5
10044,5,2,4,5
10045,1,1,4,5
10045,2,1,5,5
10045,3,5,5,5
10045,4,1,4,5
10045,5,2,4,5
10046,1,1,4,5
10046,2,5,5,5
10046,3,1,4,5
10046,4,1,5,5
10046,5,2,4,5
10047,1,1,5,5
10047,2,1,4,5
10047,3,1,4,5
10047,4,1,4,5
10047,5,5,5,5
10048,1,1,4,5
10048,2,1,4,5
10048,3,1,5,5
10048,4,1,4,5
10048,5,5,5,5
10049,1,1,4,5
10049,2,1,4,5
10049,3,1,4,5
10049,4,5,5,5
10049,5,2,5,5
10050,1,1,4,5
10050,2,1,5,5
10050,3,1,4,5
10050,4,5,5,5
10050,5,2,4,5
10051,1,5,5,5
10051,2,1,5,5
10051,3,1,4,5
10051,4,1,4,5
10051,5,2,4,5
10052,1,1,4,5
10052,2,1,4,5
10052,3,5,5,5
10052,4,1,5,5
10052,5,2,4,5
10053,1,1,5,5
10053,2,1,4,5
10053,3,5,5,5
10053,4,1,4,5
10053,5,2,4,5
10054,1,1,4,5
10054,2,5,5,5
10054,3,1,4,5
10054,4,1,5,5
10054,5,2,4,5
10055,1,1,4,5
10055,2,1,4,5
10055,3,1,5,5
10055,4,5,5,5
10055,5,2,4,5
10056,1,1,5,5
10056,2,1,4,5
10056,3,5,5,5
10056,4,1,4,5
10056,5,2,4,5
10057,1,1,5,5
10057,2,1,5,5
10057,3,1,5,5
10057,4,1,5,5
10057,5,2,5,5
10058,1,2,3,4
10058,2,2,4,4
10058,3,1,3,4
10058,4,1,3,4
10058,5,2,4,4
10059,1,1,3,3
10059,2,1,3,3
10059,3,1,3,4
10059,4,1,4,4
10059,5,2,2,4
10060,1,1,3,4
10060,2,1,2,3
10060,3,3,4,5
10060,4,1,3,3
10060,5,3,3,4
10061,1,3,3,5
10061,2,1,3,5
10061,3,1,3,3
10061,4,1,2,3
10061,5,4,5,5
10062,1,1,3,3
10062,2,1,3,3
10062,3,3,5,5
10062,4,3,3,4
10062,5,2,2,4
10063,1,1,3,5
10063,2,1,3,5
10063,3,1,3,5
